country_or_area;year;comm_code;commodity;flow;trade_usd;weight_kg;quantity_name;quantity;category
Afghanistan;2016;010410;Sheep, live;Export;6088;2339;Number of items;51;01_live_animals
Afghanistan;2016;010420;Goats, live;Export;3958;984;Number of items;53;01_live_animals
Afghanistan;2008;010210;Bovine animals, live pure-bred breeding;Import;1026804;272;Number of items;3769;01_live_animals
Albania;2016;010290;Bovine animals, live, except pure-bred breeding;Import;2414533;1114023;Number of items;6853;01_live_animals
Albania;2016;010392;Swine, live except pure-bred breeding > 50 kg;Import;14265937;9484953;Number of items;96040;01_live_animals
Albania;2016;010511;Fowls, live domestic < 185 grams;Import;2671732;254652;Number of items;5629138;01_live_animals
Albania;2016;010511;Fowls, live domestic < 185 grams;Export;87581;5320;Number of items;115180;01_live_animals
Albania;2016;010519;Poultry, live except domestic fowls, < 185 grams;Import;26485;2908;Number of items;64000;01_live_animals
Albania;2016;010591;Fowls, live domestic > 185 grams;Import;2421513;1926850;Number of items;1006990;01_live_animals
Albania;2016;010599;Poultry, live except domestic fowls, > 185 grams;Import;251318;211177;Number of items;205124;01_live_animals
Albania;2016;010600;Animals, live, except farm animals;Export;584025;59521;Number of items;59521;01_live_animals
Albania;2015;010290;Bovine animals, live, except pure-bred breeding;Import;7264642;3519352;Number of items;18641;01_live_animals
Albania;2015;010391;Swine, live except pure-bred breeding < 50 kg;Import;45843;29930;Number of items;795;01_live_animals
Albania;2015;010392;Swine, live except pure-bred breeding > 50 kg;Import;14031292;9439974;Number of items;93222;01_live_animals
Albania;2015;010511;Fowls, live domestic < 185 grams;Import;2357680;264599;Number of items;4995885;01_live_animals
Albania;2015;010519;Poultry, live except domestic fowls, < 185 grams;Import;32327;3843;Number of items;80880;01_live_animals
Albania;2015;010591;Fowls, live domestic > 185 grams;Import;2453360;2133310;Number of items;1169944;01_live_animals
Albania;2015;010599;Poultry, live except domestic fowls, > 185 grams;Import;300813;258566;Number of items;48170912;01_live_animals
Albania;2015;010600;Animals, live, except farm animals;Export;636184;80774;Number of items;80694;01_live_animals
Albania;2014;010290;Bovine animals, live, except pure-bred breeding;Import;8158583;4080294;Number of items;18688;01_live_animals
Albania;2014;010392;Swine, live except pure-bred breeding > 50 kg;Import;13483939;8113086;Number of items;83900;01_live_animals
Albania;2014;010410;Sheep, live;Import;21633;8125;Number of items;257;01_live_animals
Albania;2014;010511;Fowls, live domestic < 185 grams;Import;2618381;209999;Number of items;4641445;01_live_animals
Albania;2014;010519;Poultry, live except domestic fowls, < 185 grams;Import;31586;3511;Number of items;64700;01_live_animals
Albania;2014;010591;Fowls, live domestic > 185 grams;Import;3722428;2715750;Number of items;1531017;01_live_animals
Albania;2014;010599;Poultry, live except domestic fowls, > 185 grams;Import;306678;217640;Number of items;245750;01_live_animals
Albania;2014;010600;Animals, live, except farm animals;Import;17544;4948;No Quantity;;01_live_animals
Albania;2013;010119;Horses, live except pure-bred breeding;Import;3598;1500;Number of items;4;01_live_animals
Albania;2013;010120;Asses, mules and hinnies, live;Import;6760;2250;Number of items;5;01_live_animals
Albania;2013;010210;Bovine animals, live pure-bred breeding;Import;153667;62050;Number of items;161;01_live_animals
Albania;2013;010290;Bovine animals, live, except pure-bred breeding;Import;9129721;4497831;Number of items;27104;01_live_animals
Albania;2013;010391;Swine, live except pure-bred breeding < 50 kg;Import;320264;139131;Number of items;3338;01_live_animals
Albania;2013;010392;Swine, live except pure-bred breeding > 50 kg;Import;12264218;7315786;Number of items;81859;01_live_animals
Albania;2013;010410;Sheep, live;Import;188979;72560;Number of items;1740;01_live_animals
Albania;2013;010420;Goats, live;Import;249889;35655;Number of items;1320;01_live_animals
Albania;2013;010511;Fowls, live domestic < 185 grams;Import;2780932;229628;Number of items;5033354;01_live_animals
Albania;2013;010519;Poultry, live except domestic fowls, < 185 grams;Import;35206;2945;Number of items;50480;01_live_animals
Albania;2013;010591;Fowls, live domestic > 185 grams;Import;3042812;2379634;Number of items;1409156;01_live_animals
Albania;2013;010599;Poultry, live except domestic fowls, > 185 grams;Import;219084;155070;Number of items;207200;01_live_animals
Albania;2013;010600;Animals, live, except farm animals;Import;816312;108525;No Quantity;;01_live_animals
Albania;2013;010600;Animals, live, except farm animals;Export;846588;99329;No Quantity;;01_live_animals
Albania;2012;010210;Bovine animals, live pure-bred breeding;Import;674257;221566;Number of items;614;01_live_animals
Albania;2012;010290;Bovine animals, live, except pure-bred breeding;Import;10979014;5556474;Number of items;29030;01_live_animals
Albania;2012;010290;Bovine animals, live, except pure-bred breeding;Export;3390;2270;Number of items;22;01_live_animals
Albania;2012;010391;Swine, live except pure-bred breeding < 50 kg;Import;254279;135936;Number of items;2680;01_live_animals
Albania;2012;010392;Swine, live except pure-bred breeding > 50 kg;Import;11492587;7066783;Number of items;78853;01_live_animals
Albania;2012;010410;Sheep, live;Import;147367;39310;Number of items;1118;01_live_animals
Albania;2012;010420;Goats, live;Import;118975;35975;Number of items;1318;01_live_animals
Albania;2012;010511;Fowls, live domestic < 185 grams;Import;2776389;280065;Number of items;5679462;01_live_animals
Albania;2012;010511;Fowls, live domestic < 185 grams;Export;2480;360;Number of items;6000;01_live_animals
Albania;2012;010519;Poultry, live except domestic fowls, < 185 grams;Import;73318;16211;Number of items;101340;01_live_animals
Albania;2012;010591;Fowls, live domestic > 185 grams;Import;1649995;2015450;Number of items;1176163;01_live_animals
Albania;2012;010599;Poultry, live except domestic fowls, > 185 grams;Import;166226;181960;Number of items;228390;01_live_animals
Albania;2012;010600;Animals, live, except farm animals;Import;1401366;208478;No Quantity;;01_live_animals
Albania;2012;010600;Animals, live, except farm animals;Export;895347;119590;No Quantity;;01_live_animals
Albania;2011;010119;Horses, live except pure-bred breeding;Import;7350;2382;Number of items;9;01_live_animals
Albania;2011;010210;Bovine animals, live pure-bred breeding;Import;802225;253186;Number of items;482;01_live_animals
Albania;2011;010290;Bovine animals, live, except pure-bred breeding;Import;12105672;5707708;Number of items;32143;01_live_animals
Albania;2011;010310;Swine, live pure-bred breeding;Import;65906;36636;Number of items;360;01_live_animals
Albania;2011;010391;Swine, live except pure-bred breeding < 50 kg;Import;222614;125434;Number of items;1970;01_live_animals
Albania;2011;010392;Swine, live except pure-bred breeding > 50 kg;Import;11838110;6800863;Number of items;79070;01_live_animals
Albania;2011;010410;Sheep, live;Import;444980;117555;Number of items;2246;01_live_animals
Albania;2011;010420;Goats, live;Import;145423;40876;Number of items;1156;01_live_animals
Albania;2011;010511;Fowls, live domestic < 185 grams;Import;2818547;325878;Number of items;5853248;01_live_animals
Albania;2011;010519;Poultry, live except domestic fowls, < 185 grams;Import;95883;41460;Number of items;94100;01_live_animals
Albania;2011;010591;Fowls, live domestic > 185 grams;Import;1601263;1798951;Number of items;1047368;01_live_animals
Albania;2011;010599;Poultry, live except domestic fowls, > 185 grams;Import;144106;210686;Number of items;184130;01_live_animals
Albania;2011;010600;Animals, live, except farm animals;Export;997424;137017;No Quantity;;01_live_animals
Albania;2011;010600;Animals, live, except farm animals;Import;1263526;198740;No Quantity;;01_live_animals
Albania;2010;010119;Horses, live except pure-bred breeding;Import;3579;1119;Number of items;5;01_live_animals
Albania;2010;010210;Bovine animals, live pure-bred breeding;Import;628861;197482;Number of items;368;01_live_animals
Albania;2010;010290;Bovine animals, live, except pure-bred breeding;Import;17658038;8538249;Number of items;49478;01_live_animals
Albania;2010;010310;Swine, live pure-bred breeding;Import;90783;55980;Number of items;552;01_live_animals
Albania;2010;010391;Swine, live except pure-bred breeding < 50 kg;Import;199919;123788;Number of items;2090;01_live_animals
Albania;2010;010392;Swine, live except pure-bred breeding > 50 kg;Import;9414329;5807954;Number of items;69739;01_live_animals
Albania;2010;010410;Sheep, live;Import;141413;47010;Number of items;24355;01_live_animals
Albania;2010;010420;Goats, live;Import;57083;23405;Number of items;595;01_live_animals
Albania;2010;010511;Fowls, live domestic < 185 grams;Import;2987471;533590;Number of items;6248176;01_live_animals
Albania;2010;010519;Poultry, live except domestic fowls, < 185 grams;Import;170344;13095;Number of items;138382;01_live_animals
Albania;2010;010591;Fowls, live domestic > 185 grams;Import;2292001;2751701;Number of items;1489754;01_live_animals
Albania;2010;010599;Poultry, live except domestic fowls, > 185 grams;Import;156336;210737;Number of items;191013;01_live_animals
Albania;2010;010600;Animals, live, except farm animals;Export;609694;94520;No Quantity;;01_live_animals
Albania;2010;010600;Animals, live, except farm animals;Import;778063;145950;No Quantity;;01_live_animals
Albania;2009;010119;Horses, live except pure-bred breeding;Import;24270;10510;Number of items;28;01_live_animals
Albania;2009;010210;Bovine animals, live pure-bred breeding;Import;591836;182392;Number of items;334;01_live_animals
Albania;2009;010290;Bovine animals, live, except pure-bred breeding;Import;26028954;12145286;Number of items;69055;01_live_animals
Albania;2009;010391;Swine, live except pure-bred breeding < 50 kg;Import;390877;223719;Number of items;3100;01_live_animals
Albania;2009;010392;Swine, live except pure-bred breeding > 50 kg;Import;7571008;4367254;Number of items;131882;01_live_animals
Albania;2009;010410;Sheep, live;Import;85318;33664;Number of items;602;01_live_animals
Albania;2009;010420;Goats, live;Import;13309;5250;Number of items;175;01_live_animals
Albania;2009;010511;Fowls, live domestic < 185 grams;Import;2964868;351694;Number of items;6359495;01_live_animals
Albania;2009;010519;Poultry, live except domestic fowls, < 185 grams;Import;99146;5250;Number of items;67347;01_live_animals
Albania;2009;010591;Fowls, live domestic > 185 grams;Import;964777;1312414;Number of items;824648;01_live_animals
Albania;2009;010599;Poultry, live except domestic fowls, > 185 grams;Import;150676;127684;Number of items;125400;01_live_animals
Albania;2009;010600;Animals, live, except farm animals;Import;636568;87951;No Quantity;;01_live_animals
Albania;2009;010600;Animals, live, except farm animals;Export;520743;54176;No Quantity;;01_live_animals
Albania;2008;010119;Horses, live except pure-bred breeding;Import;7997;2800;Number of items;8;01_live_animals
Albania;2008;010210;Bovine animals, live pure-bred breeding;Import;462721;97420;Number of items;227;01_live_animals
Albania;2008;010290;Bovine animals, live, except pure-bred breeding;Import;29130831;12733299;Number of items;485180;01_live_animals
Albania;2008;010310;Swine, live pure-bred breeding;Import;565499;278505;Number of items;1028;01_live_animals
Albania;2008;010391;Swine, live except pure-bred breeding < 50 kg;Import;87175;46610;Number of items;800;01_live_animals
Albania;2008;010392;Swine, live except pure-bred breeding > 50 kg;Import;7372797;3953924;Number of items;42548;01_live_animals
Albania;2008;010511;Fowls, live domestic < 185 grams;Import;2395577;256206;Number of items;4927432;01_live_animals
Albania;2008;010519;Poultry, live except domestic fowls, < 185 grams;Import;151377;14449;Number of items;125780;01_live_animals
Albania;2008;010591;Fowls, live domestic > 185 grams;Import;419684;484490;Number of items;322000;01_live_animals
Albania;2008;010599;Poultry, live except domestic fowls, > 185 grams;Import;51562;72810;Number of items;39230;01_live_animals
Albania;2008;010600;Animals, live, except farm animals;Import;859291;112974;Number of items;109907;01_live_animals
Albania;2008;010600;Animals, live, except farm animals;Export;767554;82215;Number of items;78592;01_live_animals
Albania;2008;010600;Animals, live, except farm animals;Re-Export;603716;66820;Number of items;63999;01_live_animals
Albania;2007;010111;Horses, live pure-bred breeding;Import;97402;;No Quantity;;01_live_animals
Albania;2007;010119;Horses, live except pure-bred breeding;Import;8753;;No Quantity;;01_live_animals
Albania;2007;010210;Bovine animals, live pure-bred breeding;Import;507218;142262;Number of items;292;01_live_animals
Albania;2007;010290;Bovine animals, live, except pure-bred breeding;Import;24843875;10169863;Number of items;36544;01_live_animals
Albania;2007;010310;Swine, live pure-bred breeding;Import;277565;36285;Number of items;502;01_live_animals
Albania;2007;010391;Swine, live except pure-bred breeding < 50 kg;Import;103493;;No Quantity;;01_live_animals
Albania;2007;010392;Swine, live except pure-bred breeding > 50 kg;Import;3929743;;Number of items;23739;01_live_animals
Albania;2007;010420;Goats, live;Export;2635;935;No Quantity;;01_live_animals
Albania;2007;010511;Fowls, live domestic < 185 grams;Import;1736292;32415;No Quantity;;01_live_animals
Albania;2007;010519;Poultry, live except domestic fowls, < 185 grams;Import;82065;;No Quantity;;01_live_animals
Albania;2007;010591;Fowls, live domestic > 185 grams;Import;496567;;Number of items;231692;01_live_animals
Albania;2007;010599;Poultry, live except domestic fowls, > 185 grams;Import;27290;;Number of items;4151;01_live_animals
Albania;2007;010600;Animals, live, except farm animals;Import;543407;;No Quantity;;01_live_animals
Albania;2007;010600;Animals, live, except farm animals;Export;818676;;No Quantity;;01_live_animals
Albania;2006;010119;Horses, live except pure-bred breeding;Import;9136;1530;Number of items;5;01_live_animals
Albania;2006;010210;Bovine animals, live pure-bred breeding;Import;1075215;596367;Number of items;1062;01_live_animals
Albania;2006;010290;Bovine animals, live, except pure-bred breeding;Import;17335204;10576379;Number of items;331900;01_live_animals
Albania;2006;010391;Swine, live except pure-bred breeding < 50 kg;Import;171568;110888;Number of items;3175;01_live_animals
Albania;2006;010392;Swine, live except pure-bred breeding > 50 kg;Import;3603909;2319085;Number of items;74300;01_live_animals
Albania;2006;010410;Sheep, live;Import;2484;2500;Number of items;76;01_live_animals
Albania;2006;010420;Goats, live;Import;3755;1500;Number of items;49;01_live_animals
Albania;2006;010511;Fowls, live domestic < 185 grams;Import;937792;130418;Number of items;2330395;01_live_animals
Albania;2006;010519;Poultry, live except domestic fowls, < 185 grams;Import;18138;2029;Number of items;25710;01_live_animals
Albania;2006;010591;Fowls, live domestic > 185 grams;Import;118578;201868;Number of items;149514;01_live_animals
Albania;2006;010599;Poultry, live except domestic fowls, > 185 grams;Import;12472;14300;Number of items;17701;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Import;567152;119855;Number of items;30319;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Export;1063300;224278;Number of items;81337;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Re-Export;476744;109332;Number of items;28748;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Re-Import;546949;117200;Number of items;29400;01_live_animals
Albania;2005;010111;Horses, live pure-bred breeding;Import;18273;15400;Number of items;13506;01_live_animals
Albania;2005;010119;Horses, live except pure-bred breeding;Import;2834;400;Number of items;4;01_live_animals
Albania;2005;010210;Bovine animals, live pure-bred breeding;Import;1187125;671107;Number of items;1236;01_live_animals
Albania;2005;010290;Bovine animals, live, except pure-bred breeding;Import;6900678;4320749;Number of items;84262;01_live_animals
Albania;2005;010310;Swine, live pure-bred breeding;Import;59351;42510;Number of items;797;01_live_animals
Albania;2005;010391;Swine, live except pure-bred breeding < 50 kg;Import;89398;83995;Number of items;1779;01_live_animals
Albania;2005;010392;Swine, live except pure-bred breeding > 50 kg;Import;1398170;1770931;Number of items;45445;01_live_animals
Albania;2005;010410;Sheep, live;Import;9074;10680;Number of items;348;01_live_animals
Albania;2005;010511;Fowls, live domestic < 185 grams;Import;1272712;187566;Number of items;2804778;01_live_animals
Albania;2005;010511;Fowls, live domestic < 185 grams;Export;35714;2477;Number of items;64325;01_live_animals
Albania;2005;010519;Poultry, live except domestic fowls, < 185 grams;Import;49608;5568;Number of items;30834;01_live_animals
Albania;2005;010591;Fowls, live domestic > 185 grams;Import;110586;182879;Number of items;102187;01_live_animals
Albania;2005;010599;Poultry, live except domestic fowls, > 185 grams;Import;28726;21285;Number of items;10936;01_live_animals
Albania;2005;010600;Animals, live, except farm animals;Import;41404;21292;Number of items;4521;01_live_animals
Albania;2005;010600;Animals, live, except farm animals;Export;918970;140870;Number of items;137102;01_live_animals
Albania;2005;010600;Animals, live, except farm animals;Re-Export;81661;120;Number of items;2;01_live_animals
Albania;2004;010111;Horses, live pure-bred breeding;Import;4089;3366;Number of items;1202;01_live_animals
Albania;2004;010119;Horses, live except pure-bred breeding;Import;1142;520;Number of items;4;01_live_animals
Albania;2004;010210;Bovine animals, live pure-bred breeding;Import;1368451;706591;Number of items;1717;01_live_animals
Albania;2004;010290;Bovine animals, live, except pure-bred breeding;Import;2142425;1521541;Number of items;38843;01_live_animals
Albania;2004;010391;Swine, live except pure-bred breeding < 50 kg;Import;108210;119520;Number of items;2447;01_live_animals
Albania;2004;010392;Swine, live except pure-bred breeding > 50 kg;Import;407522;556714;Number of items;7084;01_live_animals
Albania;2004;010410;Sheep, live;Import;2600;1410;Number of items;35;01_live_animals
Albania;2004;010420;Goats, live;Import;5376;4800;Number of items;160;01_live_animals
Albania;2004;010511;Fowls, live domestic < 185 grams;Import;759378;110147;Number of items;2466766;01_live_animals
Albania;2004;010519;Poultry, live except domestic fowls, < 185 grams;Import;21363;2339;Number of items;15942;01_live_animals
Albania;2004;010591;Fowls, live domestic > 185 grams;Import;183187;272140;Number of items;183034;01_live_animals
Albania;2004;010599;Poultry, live except domestic fowls, > 185 grams;Import;591;410;Number of items;280;01_live_animals
Albania;2004;010600;Animals, live, except farm animals;Import;2163;715;Number of items;250;01_live_animals
Albania;2004;010600;Animals, live, except farm animals;Export;769695;107579;Number of items;80306;01_live_animals
Albania;2003;010111;Horses, live pure-bred breeding;Import;1851;116;Number of items;139;01_live_animals
Albania;2003;010111;Horses, live pure-bred breeding;Export;3346;125;Number of items;1;01_live_animals
Albania;2003;010210;Bovine animals, live pure-bred breeding;Import;1296679;467655;Number of items;22276;01_live_animals
Albania;2003;010290;Bovine animals, live, except pure-bred breeding;Import;1494653;729440;Number of items;39987;01_live_animals
Albania;2003;010310;Swine, live pure-bred breeding;Import;28293;3920;Number of items;180;01_live_animals
Albania;2003;010391;Swine, live except pure-bred breeding < 50 kg;Import;38902;18881;Number of items;1156;01_live_animals
Albania;2003;010392;Swine, live except pure-bred breeding > 50 kg;Import;26605;21093;Number of items;2182;01_live_animals
Albania;2003;010410;Sheep, live;Import;4095;1909;Number of items;81;01_live_animals
Albania;2003;010511;Fowls, live domestic < 185 grams;Import;849188;16714;Number of items;2666020;01_live_animals
Albania;2003;010519;Poultry, live except domestic fowls, < 185 grams;Import;14218;468;Number of items;22100;01_live_animals
Albania;2003;010591;Fowls, live domestic > 185 grams;Import;171041;33325;Number of items;170486;01_live_animals
Albania;2003;010599;Poultry, live except domestic fowls, > 185 grams;Import;2243;;Number of items;1750;01_live_animals
Albania;2003;010600;Animals, live, except farm animals;Import;75009;1792;Number of items;300515;01_live_animals
Albania;2003;010600;Animals, live, except farm animals;Export;31957;1209;Number of items;7670;01_live_animals
Albania;2002;010210;Bovine animals, live pure-bred breeding;Import;1006256;433340;Number of items;5461;01_live_animals
Albania;2002;010290;Bovine animals, live, except pure-bred breeding;Import;185395;97502;Number of items;12651;01_live_animals
Albania;2002;010290;Bovine animals, live, except pure-bred breeding;Export;2358;1537;Number of items;6573;01_live_animals
Albania;2002;010391;Swine, live except pure-bred breeding < 50 kg;Import;5503;2770;Number of items;100;01_live_animals
Albania;2002;010392;Swine, live except pure-bred breeding > 50 kg;Import;188280;162747;Number of items;13463;01_live_animals
Albania;2002;010410;Sheep, live;Import;4555;2258;Number of items;86;01_live_animals
Albania;2002;010420;Goats, live;Import;21696;8785;Number of items;200;01_live_animals
Albania;2002;010511;Fowls, live domestic < 185 grams;Import;519952;11488;Number of items;1699224;01_live_animals
Albania;2002;010591;Fowls, live domestic > 185 grams;Import;1020836;;Number of items;1120301;01_live_animals
Albania;2002;010591;Fowls, live domestic > 185 grams;Export;2072;1294;Number of items;5500;01_live_animals
Albania;2002;010599;Poultry, live except domestic fowls, > 185 grams;Import;3057;;Number of items;1700;01_live_animals
Albania;2002;010600;Animals, live, except farm animals;Import;156706;4178;Number of items;37205;01_live_animals
Albania;2002;010600;Animals, live, except farm animals;Export;334524;12745;Number of items;47401;01_live_animals
Albania;2001;010111;Horses, live pure-bred breeding;Import;108;7;Number of items;2;01_live_animals
Albania;2001;010210;Bovine animals, live pure-bred breeding;Import;54215;26794;Number of items;287;01_live_animals
Albania;2001;010210;Bovine animals, live pure-bred breeding;Export;17520;;Number of items;27;01_live_animals
Albania;2001;010310;Swine, live pure-bred breeding;Import;847;161;Number of items;3;01_live_animals
Albania;2001;010410;Sheep, live;Export;9398;5659;Number of items;130;01_live_animals
Albania;2001;010420;Goats, live;Import;13913;5485;Number of items;60;01_live_animals
Albania;2001;010511;Fowls, live domestic < 185 grams;Import;432257;9732;Number of items;1269703;01_live_animals
Albania;2001;010511;Fowls, live domestic < 185 grams;Export;2918;67;Number of items;6720;01_live_animals
Albania;2001;010519;Poultry, live except domestic fowls, < 185 grams;Import;1780;68;Number of items;900;01_live_animals
Albania;2001;010591;Fowls, live domestic > 185 grams;Import;1001581;;Number of items;1313550;01_live_animals
Albania;2001;010591;Fowls, live domestic > 185 grams;Export;6347;4265;Number of items;15365;01_live_animals
Albania;2001;010600;Animals, live, except farm animals;Import;224565;6610;Number of items;66606;01_live_animals
Albania;2001;010600;Animals, live, except farm animals;Export;120326;4658;Number of items;31036;01_live_animals
Albania;2000;010111;Horses, live pure-bred breeding;Import;970;67;Number of items;4;01_live_animals
Albania;2000;010119;Horses, live except pure-bred breeding;Import;707;102;Number of items;3;01_live_animals
Albania;2000;010210;Bovine animals, live pure-bred breeding;Import;106860;51518;Number of items;270;01_live_animals
Albania;2000;010290;Bovine animals, live, except pure-bred breeding;Import;66219;41099;Number of items;840;01_live_animals
Albania;2000;010392;Swine, live except pure-bred breeding > 50 kg;Import;2805;2522;Number of items;20;01_live_animals
Albania;2000;010511;Fowls, live domestic < 185 grams;Import;345324;7680;Number of items;1039812;01_live_animals
Albania;2000;010511;Fowls, live domestic < 185 grams;Export;175;4;Number of items;300;01_live_animals
Albania;2000;010591;Fowls, live domestic > 185 grams;Import;696108;393941;Number of items;960219;01_live_animals
Albania;2000;010591;Fowls, live domestic > 185 grams;Export;311;202;Number of items;720;01_live_animals
Albania;2000;010600;Animals, live, except farm animals;Import;677;15;Number of items;6;01_live_animals
Albania;2000;010600;Animals, live, except farm animals;Export;30708;1201;Number of items;39140;01_live_animals
Albania;1999;010111;Horses, live pure-bred breeding;Import;3340;0;Number of items;608;01_live_animals
Albania;1999;010210;Bovine animals, live pure-bred breeding;Import;167982;0;Number of items;184;01_live_animals
Albania;1999;010391;Swine, live except pure-bred breeding < 50 kg;Import;128;0;Number of items;12;01_live_animals
Albania;1999;010392;Swine, live except pure-bred breeding > 50 kg;Import;2674;0;Number of items;40;01_live_animals
Albania;1999;010410;Sheep, live;Import;53587;0;Number of items;155;01_live_animals
Albania;1999;010420;Goats, live;Import;13006;0;Number of items;45;01_live_animals
Albania;1999;010511;Fowls, live domestic < 185 grams;Import;379475;0;Number of items;804723;01_live_animals
Albania;1999;010519;Poultry, live except domestic fowls, < 185 grams;Import;52169;0;Number of items;24040;01_live_animals
Albania;1999;010591;Fowls, live domestic > 185 grams;Import;570110;0;Number of items;1098920;01_live_animals
Albania;1999;010599;Poultry, live except domestic fowls, > 185 grams;Import;51206;0;Number of items;22640;01_live_animals
Albania;1999;010600;Animals, live, except farm animals;Export;13924;0;Number of items;10000;01_live_animals
Albania;1998;010111;Horses, live pure-bred breeding;Import;19723;0;Number of items;46720;01_live_animals
Albania;1998;010120;Asses, mules and hinnies, live;Export;2708;0;Number of items;95;01_live_animals
Albania;1998;010210;Bovine animals, live pure-bred breeding;Import;43505;0;Number of items;67;01_live_animals
Albania;1998;010290;Bovine animals, live, except pure-bred breeding;Import;8841;0;Number of items;625;01_live_animals
Albania;1998;010310;Swine, live pure-bred breeding;Import;3400;0;Number of items;360;01_live_animals
Albania;1998;010391;Swine, live except pure-bred breeding < 50 kg;Import;6812;0;Number of items;245;01_live_animals
Albania;1998;010392;Swine, live except pure-bred breeding > 50 kg;Import;29853;0;Number of items;6188;01_live_animals
Albania;1998;010410;Sheep, live;Import;3124;0;Number of items;20;01_live_animals
Albania;1998;010511;Fowls, live domestic < 185 grams;Import;424415;0;Number of items;472806;01_live_animals
Albania;1998;010519;Poultry, live except domestic fowls, < 185 grams;Import;50642;0;Number of items;32808;01_live_animals
Albania;1998;010591;Fowls, live domestic > 185 grams;Import;995860;0;Number of items;1271665;01_live_animals
Albania;1998;010599;Poultry, live except domestic fowls, > 185 grams;Import;63595;0;Number of items;54764;01_live_animals
Albania;1997;010111;Horses, live pure-bred breeding;Export;14538;0;Number of items;12000;01_live_animals
Albania;1997;010210;Bovine animals, live pure-bred breeding;Import;8359;0;Number of items;3;01_live_animals
Albania;1997;010511;Fowls, live domestic < 185 grams;Import;446192;0;Number of items;422122;01_live_animals
Albania;1997;010519;Poultry, live except domestic fowls, < 185 grams;Import;104880;0;Number of items;248530;01_live_animals
Albania;1997;010519;Poultry, live except domestic fowls, < 185 grams;Export;10612;0;Number of items;35000;01_live_animals
Albania;1997;010591;Fowls, live domestic > 185 grams;Import;113191;0;Number of items;102122;01_live_animals
Albania;1997;010600;Animals, live, except farm animals;Import;632;0;Number of items;42;01_live_animals
Albania;1997;010600;Animals, live, except farm animals;Export;34767;0;Number of items;6090;01_live_animals
Albania;1996;010111;Horses, live pure-bred breeding;Import;31109;0;Number of items;47500;01_live_animals
Albania;1996;010120;Asses, mules and hinnies, live;Export;6290;0;Number of items;341;01_live_animals
Albania;1996;010210;Bovine animals, live pure-bred breeding;Import;306316;0;Number of items;231;01_live_animals
Albania;1996;010391;Swine, live except pure-bred breeding < 50 kg;Import;5004;0;Number of items;82;01_live_animals
Albania;1996;010511;Fowls, live domestic < 185 grams;Import;717012;0;Number of items;822769;01_live_animals
Albania;1996;010519;Poultry, live except domestic fowls, < 185 grams;Import;4537;0;Number of items;6720;01_live_animals
Albania;1996;010591;Fowls, live domestic > 185 grams;Import;367108;0;Number of items;352926;01_live_animals
Albania;1996;010599;Poultry, live except domestic fowls, > 185 grams;Import;22788;0;Number of items;6804;01_live_animals
Albania;1996;010600;Animals, live, except farm animals;Import;170;0;Number of items;100;01_live_animals
Albania;1996;010600;Animals, live, except farm animals;Export;34766;0;Number of items;26157;01_live_animals
Algeria;2016;010111;Horses, live pure-bred breeding;Import;978230;84260;No Quantity;;01_live_animals
Algeria;2016;010111;Horses, live pure-bred breeding;Export;126137;4800;No Quantity;;01_live_animals
Algeria;2016;010119;Horses, live except pure-bred breeding;Import;96656;19430;Number of items;6;01_live_animals
Algeria;2016;010290;Bovine animals, live, except pure-bred breeding;Import;85118623;25486676;Number of items;92927;01_live_animals
Algeria;2016;010511;Fowls, live domestic < 185 grams;Import;23609477;257096;No Quantity;;01_live_animals
Algeria;2016;010519;Poultry, live except domestic fowls, < 185 grams;Export;263;40;No Quantity;;01_live_animals
Algeria;2016;010519;Poultry, live except domestic fowls, < 185 grams;Import;3792216;42470;Number of items;1803105;01_live_animals
Algeria;2016;010600;Animals, live, except farm animals;Import;112005;5886;No Quantity;;01_live_animals
Algeria;2015;010111;Horses, live pure-bred breeding;Import;937987;91958;Number of items;222;01_live_animals
Algeria;2015;010111;Horses, live pure-bred breeding;Export;86724;2400;Number of items;6;01_live_animals
Algeria;2015;010119;Horses, live except pure-bred breeding;Import;77474;13072;Number of items;32;01_live_animals
Algeria;2015;010210;Bovine animals, live pure-bred breeding;Import;157629;10112;Number of items;18;01_live_animals
Algeria;2015;010290;Bovine animals, live, except pure-bred breeding;Import;78401044;22737487;Number of items;3651444;01_live_animals
Algeria;2015;010410;Sheep, live;Import;106069;53160;Number of items;1517;01_live_animals
Algeria;2015;010420;Goats, live;Import;374402;36760;Number of items;747;01_live_animals
Algeria;2015;010511;Fowls, live domestic < 185 grams;Import;19807271;221547;Number of items;5255108;01_live_animals
Algeria;2015;010519;Poultry, live except domestic fowls, < 185 grams;Import;5337508;101024;Number of items;1789998;01_live_animals
Algeria;2015;010600;Animals, live, except farm animals;Import;122728;71658;Number of items;16566;01_live_animals
Algeria;2014;010111;Horses, live pure-bred breeding;Export;20466;3100;Number of items;8;01_live_animals
Algeria;2014;010111;Horses, live pure-bred breeding;Import;18088109;199600;Number of items;447;01_live_animals
Algeria;2014;010119;Horses, live except pure-bred breeding;Import;36556;9200;Number of items;22;01_live_animals
