country_or_area;year;comm_code;commodity;flow;trade_usd;weight_kg;quantity_name;quantity;category
Antigua and Barbuda;2015;010519;Poultry, live except domestic fowls, < 185 grams;Re-Export;8476;300;No Quantity;;01_live_animals
Antigua and Barbuda;2015;010599;Poultry, live except domestic fowls, > 185 grams;Import;21544;638;Number of items;2927;01_live_animals
Antigua and Barbuda;2015;010599;Poultry, live except domestic fowls, > 185 grams;Export;711;420;Number of items;62;01_live_animals
Antigua and Barbuda;2015;010599;Poultry, live except domestic fowls, > 185 grams;Re-Export;489;270;Number of items;43;01_live_animals
Antigua and Barbuda;2015;010600;Animals, live, except farm animals;Import;11797;1281;No Quantity;;01_live_animals
Antigua and Barbuda;2015;010600;Animals, live, except farm animals;Export;1296;213;No Quantity;;01_live_animals
Antigua and Barbuda;2015;010600;Animals, live, except farm animals;Re-Export;1074;168;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010119;Horses, live except pure-bred breeding;Re-Export;13889;2500;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010119;Horses, live except pure-bred breeding;Export;13889;2500;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010119;Horses, live except pure-bred breeding;Import;23581;5939;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010410;Sheep, live;Export;333;35;Number of items;3;01_live_animals
Antigua and Barbuda;2014;010420;Goats, live;Export;148;15;Number of items;2;01_live_animals
Antigua and Barbuda;2014;010511;Fowls, live domestic < 185 grams;Import;23315;832;Number of items;15450;01_live_animals
Antigua and Barbuda;2014;010519;Poultry, live except domestic fowls, < 185 grams;Re-Export;5337;210;Number of items;4600;01_live_animals
Antigua and Barbuda;2014;010519;Poultry, live except domestic fowls, < 185 grams;Export;5337;210;Number of items;4600;01_live_animals
Antigua and Barbuda;2014;010519;Poultry, live except domestic fowls, < 185 grams;Import;6365;227;Number of items;3700;01_live_animals
Antigua and Barbuda;2014;010591;Fowls, live domestic > 185 grams;Re-Export;121;72;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010591;Fowls, live domestic > 185 grams;Export;121;72;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010599;Poultry, live except domestic fowls, > 185 grams;Import;18907;660;Number of items;12200;01_live_animals
Antigua and Barbuda;2014;010599;Poultry, live except domestic fowls, > 185 grams;Export;185;8;Number of items;2;01_live_animals
Antigua and Barbuda;2014;010600;Animals, live, except farm animals;Re-Export;1508;296;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010600;Animals, live, except farm animals;Export;2063;320;No Quantity;;01_live_animals
Antigua and Barbuda;2014;010600;Animals, live, except farm animals;Import;4163;614;No Quantity;;01_live_animals
Antigua and Barbuda;2013;010119;Horses, live except pure-bred breeding;Import;4175;589;No Quantity;;01_live_animals
Antigua and Barbuda;2013;010511;Fowls, live domestic < 185 grams;Re-Export;2051;105;Number of items;2100;01_live_animals
Antigua and Barbuda;2013;010511;Fowls, live domestic < 185 grams;Export;2532;135;Number of items;2500;01_live_animals
Antigua and Barbuda;2013;010511;Fowls, live domestic < 185 grams;Import;28128;1007;Number of items;18010;01_live_animals
Antigua and Barbuda;2013;010519;Poultry, live except domestic fowls, < 185 grams;Re-Export;6883;292;Number of items;5704;01_live_animals
Antigua and Barbuda;2013;010519;Poultry, live except domestic fowls, < 185 grams;Export;6883;292;Number of items;5704;01_live_animals
Antigua and Barbuda;2013;010519;Poultry, live except domestic fowls, < 185 grams;Import;13616;621;Number of items;9525;01_live_animals
Antigua and Barbuda;2013;010591;Fowls, live domestic > 185 grams;Import;1148;47;No Quantity;;01_live_animals
Antigua and Barbuda;2013;010599;Poultry, live except domestic fowls, > 185 grams;Re-Export;368;5;Number of items;100;01_live_animals
Antigua and Barbuda;2013;010599;Poultry, live except domestic fowls, > 185 grams;Export;368;5;Number of items;100;01_live_animals
Antigua and Barbuda;2013;010599;Poultry, live except domestic fowls, > 185 grams;Import;30857;837;Number of items;16460;01_live_animals
Antigua and Barbuda;2013;010600;Animals, live, except farm animals;Re-Export;2574;282;No Quantity;;01_live_animals
Antigua and Barbuda;2013;010600;Animals, live, except farm animals;Export;2730;291;No Quantity;;01_live_animals
Antigua and Barbuda;2013;010600;Animals, live, except farm animals;Import;5553;744;No Quantity;;01_live_animals
Antigua and Barbuda;2012;010119;Horses, live except pure-bred breeding;Import;19003;3500;Number of items;7;01_live_animals
Antigua and Barbuda;2012;010511;Fowls, live domestic < 185 grams;Re-Export;963;54;Number of items;800;01_live_animals
Antigua and Barbuda;2012;010511;Fowls, live domestic < 185 grams;Export;1225;129;Number of items;2300;01_live_animals
Antigua and Barbuda;2012;010511;Fowls, live domestic < 185 grams;Import;23280;1097;Number of items;17107;01_live_animals
Antigua and Barbuda;2012;010519;Poultry, live except domestic fowls, < 185 grams;Re-Export;2301;145;Number of items;2900;01_live_animals
Antigua and Barbuda;2012;010519;Poultry, live except domestic fowls, < 185 grams;Export;2301;145;Number of items;2900;01_live_animals
Antigua and Barbuda;2012;010519;Poultry, live except domestic fowls, < 185 grams;Import;7653;345;Number of items;6900;01_live_animals
Antigua and Barbuda;2012;010591;Fowls, live domestic > 185 grams;Import;10715;831;Number of items;8000;01_live_animals
Antigua and Barbuda;2012;010599;Poultry, live except domestic fowls, > 185 grams;Re-Export;356;60;Number of items;500;01_live_animals
Antigua and Barbuda;2012;010599;Poultry, live except domestic fowls, > 185 grams;Export;356;60;Number of items;500;01_live_animals
Antigua and Barbuda;2012;010599;Poultry, live except domestic fowls, > 185 grams;Import;40910;1897;Number of items;25300;01_live_animals
Antigua and Barbuda;2012;010600;Animals, live, except farm animals;Re-Export;2693;519;Number of items;17;01_live_animals
Antigua and Barbuda;2012;010600;Animals, live, except farm animals;Export;2693;519;Number of items;17;01_live_animals
Antigua and Barbuda;2012;010600;Animals, live, except farm animals;Import;12976;1201;Number of items;62;01_live_animals
Antigua and Barbuda;2011;010420;Goats, live;Re-Export;6237;988;Number of items;13;01_live_animals
Antigua and Barbuda;2011;010420;Goats, live;Export;6237;988;Number of items;13;01_live_animals
Antigua and Barbuda;2011;010420;Goats, live;Import;5460;188;Number of items;6;01_live_animals
Antigua and Barbuda;2011;010511;Fowls, live domestic < 185 grams;Re-Export;1832;214;Number of items;1800;01_live_animals
Antigua and Barbuda;2011;010511;Fowls, live domestic < 185 grams;Export;1832;214;Number of items;1800;01_live_animals
Antigua and Barbuda;2011;010511;Fowls, live domestic < 185 grams;Import;14409;636;Number of items;19000;01_live_animals
Antigua and Barbuda;2011;010519;Poultry, live except domestic fowls, < 185 grams;Re-Export;5778;236;Number of items;2864;01_live_animals
Antigua and Barbuda;2011;010519;Poultry, live except domestic fowls, < 185 grams;Export;5778;236;Number of items;2864;01_live_animals
Antigua and Barbuda;2011;010519;Poultry, live except domestic fowls, < 185 grams;Import;24073;1078;Number of items;19382;01_live_animals
Antigua and Barbuda;2011;010591;Fowls, live domestic > 185 grams;Import;3788;457;Number of items;3850;01_live_animals
Antigua and Barbuda;2011;010599;Poultry, live except domestic fowls, > 185 grams;Re-Export;1443;166;Number of items;1200;01_live_animals
Antigua and Barbuda;2011;010599;Poultry, live except domestic fowls, > 185 grams;Export;1443;166;Number of items;1200;01_live_animals
Antigua and Barbuda;2011;010599;Poultry, live except domestic fowls, > 185 grams;Import;29177;594;Number of items;14900;01_live_animals
Antigua and Barbuda;2011;010600;Animals, live, except farm animals;Re-Export;11088;417;Number of items;16;01_live_animals
Antigua and Barbuda;2011;010600;Animals, live, except farm animals;Export;11088;417;Number of items;16;01_live_animals
Antigua and Barbuda;2011;010600;Animals, live, except farm animals;Import;12552;1055;Number of items;69;01_live_animals
Antigua and Barbuda;2010;010119;Horses, live except pure-bred breeding;Re-Export;238518;22147;Number of items;17;01_live_animals
Antigua and Barbuda;2010;010119;Horses, live except pure-bred breeding;Export;238518;22147;Number of items;17;01_live_animals
Antigua and Barbuda;2010;010511;Fowls, live domestic < 185 grams;Import;2144;86;Number of items;1850;01_live_animals
Antigua and Barbuda;2010;010591;Fowls, live domestic > 185 grams;Import;14677;526;Number of items;10250;01_live_animals
Antigua and Barbuda;2010;010599;Poultry, live except domestic fowls, > 185 grams;Import;23920;734;Number of items;23502;01_live_animals
Antigua and Barbuda;2010;010600;Animals, live, except farm animals;Re-Export;3002;347;Number of items;15;01_live_animals
Antigua and Barbuda;2010;010600;Animals, live, except farm animals;Export;3002;347;Number of items;15;01_live_animals
Antigua and Barbuda;2010;010600;Animals, live, except farm animals;Import;11853;1108;Number of items;170;01_live_animals
Antigua and Barbuda;2009;010119;Horses, live except pure-bred breeding;Re-Export;22222;6000;Number of items;5;01_live_animals
Antigua and Barbuda;2009;010119;Horses, live except pure-bred breeding;Export;22222;6000;Number of items;5;01_live_animals
Antigua and Barbuda;2009;010119;Horses, live except pure-bred breeding;Import;36605;9364;Number of items;7;01_live_animals
Antigua and Barbuda;2009;010410;Sheep, live;Import;2021;150;Number of items;2;01_live_animals
Antigua and Barbuda;2009;010420;Goats, live;Re-Export;1111;32;Number of items;2;01_live_animals
Antigua and Barbuda;2009;010420;Goats, live;Export;1111;32;Number of items;2;01_live_animals
Antigua and Barbuda;2009;010511;Fowls, live domestic < 185 grams;Import;5640;162;Number of items;2739;01_live_animals
Antigua and Barbuda;2009;010519;Poultry, live except domestic fowls, < 185 grams;Import;303;13;Number of items;75;01_live_animals
Antigua and Barbuda;2009;010591;Fowls, live domestic > 185 grams;Import;96776;3085;Number of items;60482;01_live_animals
Antigua and Barbuda;2009;010599;Poultry, live except domestic fowls, > 185 grams;Import;11107;411;Number of items;7520;01_live_animals
Antigua and Barbuda;2009;010600;Animals, live, except farm animals;Re-Export;8690;6805;Number of items;30;01_live_animals
Antigua and Barbuda;2009;010600;Animals, live, except farm animals;Export;8690;6805;Number of items;30;01_live_animals
Antigua and Barbuda;2009;010600;Animals, live, except farm animals;Import;19309;1670;Number of items;58;01_live_animals
Antigua and Barbuda;2007;010111;Horses, live pure-bred breeding;Import;4334;48795;No Quantity;;01_live_animals
Antigua and Barbuda;2007;010119;Horses, live except pure-bred breeding;Import;4287;681;No Quantity;;01_live_animals
Antigua and Barbuda;2007;010511;Fowls, live domestic < 185 grams;Import;40985;1429;No Quantity;;01_live_animals
Antigua and Barbuda;2007;010511;Fowls, live domestic < 185 grams;Export;3042;99;Number of items;1137;01_live_animals
Antigua and Barbuda;2007;010511;Fowls, live domestic < 185 grams;Re-Export;368;9;Number of items;137;01_live_animals
Antigua and Barbuda;2007;010519;Poultry, live except domestic fowls, < 185 grams;Import;735;30;Number of items;183;01_live_animals
Antigua and Barbuda;2007;010591;Fowls, live domestic > 185 grams;Import;7599;336;No Quantity;;01_live_animals
Antigua and Barbuda;2007;010591;Fowls, live domestic > 185 grams;Export;2471;109;Number of items;1158;01_live_animals
Antigua and Barbuda;2007;010591;Fowls, live domestic > 185 grams;Re-Export;471;21;Number of items;221;01_live_animals
Antigua and Barbuda;2007;010599;Poultry, live except domestic fowls, > 185 grams;Import;22633;999;Number of items;3443;01_live_animals
Antigua and Barbuda;2007;010600;Animals, live, except farm animals;Import;33294;3713;No Quantity;;01_live_animals
Antigua and Barbuda;2007;010600;Animals, live, except farm animals;Export;13822;746;No Quantity;;01_live_animals
Antigua and Barbuda;2006;010111;Horses, live pure-bred breeding;Import;4639;1080;No Quantity;;01_live_animals
Antigua and Barbuda;2006;010511;Fowls, live domestic < 185 grams;Import;41471;1369;Number of items;15480;01_live_animals
Antigua and Barbuda;2006;010519;Poultry, live except domestic fowls, < 185 grams;Import;2679;105;No Quantity;;01_live_animals
Antigua and Barbuda;2006;010591;Fowls, live domestic > 185 grams;Import;6819;11440;No Quantity;;01_live_animals
Antigua and Barbuda;2006;010599;Poultry, live except domestic fowls, > 185 grams;Import;19556;748;No Quantity;;01_live_animals
Antigua and Barbuda;2006;010600;Animals, live, except farm animals;Import;9174;959;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010111;Horses, live pure-bred breeding;Import;113;17;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010119;Horses, live except pure-bred breeding;Import;14941;4090;Number of items;1;01_live_animals
Antigua and Barbuda;2005;010119;Horses, live except pure-bred breeding;Export;36548;7900;Number of items;6;01_live_animals
Antigua and Barbuda;2005;010210;Bovine animals, live pure-bred breeding;Import;889;250;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010391;Swine, live except pure-bred breeding < 50 kg;Import;1778;490;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010410;Sheep, live;Import;2826;109;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010420;Goats, live;Import;170;120;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010511;Fowls, live domestic < 185 grams;Import;16389;1640;Number of items;6117;01_live_animals
Antigua and Barbuda;2005;010519;Poultry, live except domestic fowls, < 185 grams;Import;43913;1304;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010591;Fowls, live domestic > 185 grams;Import;240;11;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010591;Fowls, live domestic > 185 grams;Export;2671;123;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010591;Fowls, live domestic > 185 grams;Re-Export;877;2;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010599;Poultry, live except domestic fowls, > 185 grams;Import;36029;1096;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010599;Poultry, live except domestic fowls, > 185 grams;Export;780;39;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010599;Poultry, live except domestic fowls, > 185 grams;Re-Export;550;24;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010600;Animals, live, except farm animals;Import;8156;991;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010600;Animals, live, except farm animals;Export;1356;312;No Quantity;;01_live_animals
Antigua and Barbuda;2005;010600;Animals, live, except farm animals;Re-Export;815;244;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010111;Horses, live pure-bred breeding;Export;111;663;Number of items;0;01_live_animals
Antigua and Barbuda;2000;010119;Horses, live except pure-bred breeding;Export;25926;14300;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010119;Horses, live except pure-bred breeding;Re-Export;25926;14300;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010410;Sheep, live;Export;556;136;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010420;Goats, live;Import;2236;15;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010511;Fowls, live domestic < 185 grams;Import;15764;3677;Number of items;6277;01_live_animals
Antigua and Barbuda;2000;010511;Fowls, live domestic < 185 grams;Export;1709;70;Number of items;639;01_live_animals
Antigua and Barbuda;2000;010511;Fowls, live domestic < 185 grams;Re-Export;1709;70;Number of items;639;01_live_animals
Antigua and Barbuda;2000;010519;Poultry, live except domestic fowls, < 185 grams;Import;8239;417;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010591;Fowls, live domestic > 185 grams;Import;8930;556;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010599;Poultry, live except domestic fowls, > 185 grams;Import;10844;659;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010599;Poultry, live except domestic fowls, > 185 grams;Export;35;2;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010599;Poultry, live except domestic fowls, > 185 grams;Re-Export;35;2;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010600;Animals, live, except farm animals;Import;10395;804;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010600;Animals, live, except farm animals;Export;7421;504;No Quantity;;01_live_animals
Antigua and Barbuda;2000;010600;Animals, live, except farm animals;Re-Export;4944;263;No Quantity;;01_live_animals
Antigua and Barbuda;1999;010111;Horses, live pure-bred breeding;Export;42592;2812;Weight in kilograms;2812;01_live_animals
Antigua and Barbuda;1999;010111;Horses, live pure-bred breeding;Re-Export;42592;2812;Weight in kilograms;2812;01_live_animals
Antigua and Barbuda;1999;010119;Horses, live except pure-bred breeding;Import;17495;7187;Weight in kilograms;7187;01_live_animals
Antigua and Barbuda;1999;010119;Horses, live except pure-bred breeding;Export;1851;457;Weight in kilograms;457;01_live_animals
Antigua and Barbuda;1999;010119;Horses, live except pure-bred breeding;Re-Export;1851;457;Weight in kilograms;457;01_live_animals
Antigua and Barbuda;1999;010120;Asses, mules and hinnies, live;Export;55;2;Weight in kilograms;2;01_live_animals
Antigua and Barbuda;1999;010310;Swine, live pure-bred breeding;Import;5509;22;Weight in kilograms;22;01_live_animals
Antigua and Barbuda;1999;010410;Sheep, live;Export;370;78;Weight in kilograms;78;01_live_animals
Antigua and Barbuda;1999;010410;Sheep, live;Re-Export;370;78;Weight in kilograms;78;01_live_animals
Antigua and Barbuda;1999;010420;Goats, live;Import;74;24;Weight in kilograms;24;01_live_animals
Antigua and Barbuda;1999;010420;Goats, live;Export;2184;370;Weight in kilograms;370;01_live_animals
Antigua and Barbuda;1999;010420;Goats, live;Re-Export;2184;370;Weight in kilograms;370;01_live_animals
Antigua and Barbuda;1999;010511;Fowls, live domestic < 185 grams;Import;99368;24994;Weight in kilograms;24994;01_live_animals
Antigua and Barbuda;1999;010511;Fowls, live domestic < 185 grams;Export;319;14;Weight in kilograms;14;01_live_animals
Antigua and Barbuda;1999;010511;Fowls, live domestic < 185 grams;Re-Export;319;14;Weight in kilograms;14;01_live_animals
Antigua and Barbuda;1999;010519;Poultry, live except domestic fowls, < 185 grams;Import;72077;19342;Weight in kilograms;19342;01_live_animals
Antigua and Barbuda;1999;010591;Fowls, live domestic > 185 grams;Import;441;24;Weight in kilograms;24;01_live_animals
Antigua and Barbuda;1999;010599;Poultry, live except domestic fowls, > 185 grams;Import;10849;382;Weight in kilograms;382;01_live_animals
Antigua and Barbuda;1999;010600;Animals, live, except farm animals;Import;11626;742;Weight in kilograms;742;01_live_animals
Antigua and Barbuda;1999;010600;Animals, live, except farm animals;Export;3756;248;Weight in kilograms;248;01_live_animals
Antigua and Barbuda;1999;010600;Animals, live, except farm animals;Re-Export;1091;91;Weight in kilograms;91;01_live_animals
Argentina;2016;010111;Horses, live pure-bred breeding;Import;2443784;81920;Number of items;166;01_live_animals
Argentina;2016;010111;Horses, live pure-bred breeding;Export;3495044;83350;Number of items;176;01_live_animals
Argentina;2016;010111;Horses, live pure-bred breeding;Re-Import;303439;9950;Number of items;20;01_live_animals
Argentina;2016;010119;Horses, live except pure-bred breeding;Import;2633901;79120;Number of items;166;01_live_animals
Argentina;2016;010119;Horses, live except pure-bred breeding;Export;27705416;956830;Number of items;2174;01_live_animals
Argentina;2016;010119;Horses, live except pure-bred breeding;Re-Import;316781;10300;Number of items;21;01_live_animals
Argentina;2016;010210;Bovine animals, live pure-bred breeding;Import;23331;8660;Number of items;17;01_live_animals
Argentina;2016;010210;Bovine animals, live pure-bred breeding;Export;864094;156595;Number of items;374;01_live_animals
Argentina;2016;010290;Bovine animals, live, except pure-bred breeding;Export;6512;500;Number of items;1;01_live_animals
Argentina;2016;010310;Swine, live pure-bred breeding;Import;1218427;52400;Number of items;737;01_live_animals
Argentina;2016;010392;Swine, live except pure-bred breeding > 50 kg;Import;1144186;96575;Number of items;797;01_live_animals
Argentina;2016;010392;Swine, live except pure-bred breeding > 50 kg;Export;23130;803;Number of items;8;01_live_animals
Argentina;2016;010410;Sheep, live;Import;394693;5590;Number of items;51;01_live_animals
Argentina;2016;010410;Sheep, live;Export;26345;2547;Number of items;25;01_live_animals
Argentina;2016;010420;Goats, live;Export;3050;155;Number of items;3;01_live_animals
Argentina;2016;010511;Fowls, live domestic < 185 grams;Import;15466167;35058;Number of items;806862;01_live_animals
Argentina;2016;010511;Fowls, live domestic < 185 grams;Export;740360;6640;Number of items;126920;01_live_animals
Argentina;2016;010600;Animals, live, except farm animals;Import;181826;764;Number of items;2628;01_live_animals
Argentina;2016;010600;Animals, live, except farm animals;Export;862576;14826;Number of items;139986;01_live_animals
Argentina;2015;010111;Horses, live pure-bred breeding;Re-Import;34361;1500;Number of items;3;01_live_animals
Argentina;2015;010111;Horses, live pure-bred breeding;Export;1492760;99450;Number of items;220;01_live_animals
Argentina;2015;010111;Horses, live pure-bred breeding;Import;1479726;31820;Number of items;67;01_live_animals
Argentina;2015;010119;Horses, live except pure-bred breeding;Re-Import;17170;500;Number of items;1;01_live_animals
Argentina;2015;010119;Horses, live except pure-bred breeding;Export;15062198;970400;Number of items;2196;01_live_animals
Argentina;2015;010119;Horses, live except pure-bred breeding;Import;581639;35970;Number of items;77;01_live_animals
Argentina;2015;010120;Asses, mules and hinnies, live;Re-Import;6970;500;Number of items;1;01_live_animals
Argentina;2015;010120;Asses, mules and hinnies, live;Import;14219;1000;Number of items;2;01_live_animals
Argentina;2015;010210;Bovine animals, live pure-bred breeding;Export;688815;118417;Number of items;276;01_live_animals
Argentina;2015;010210;Bovine animals, live pure-bred breeding;Import;9949;3000;Number of items;3;01_live_animals
Argentina;2015;010290;Bovine animals, live, except pure-bred breeding;Export;41746;20100;Number of items;58;01_live_animals
Argentina;2015;010310;Swine, live pure-bred breeding;Import;339865;11760;Number of items;90;01_live_animals
Argentina;2015;010392;Swine, live except pure-bred breeding > 50 kg;Export;116792;13336;Number of items;157;01_live_animals
Argentina;2015;010392;Swine, live except pure-bred breeding > 50 kg;Import;1028685;83840;Number of items;879;01_live_animals
Argentina;2015;010410;Sheep, live;Export;33060;2100;Number of items;27;01_live_animals
Argentina;2015;010410;Sheep, live;Import;133867;2405;Number of items;23;01_live_animals
Argentina;2015;010511;Fowls, live domestic < 185 grams;Export;1059380;9440;Number of items;181360;01_live_animals
Argentina;2015;010511;Fowls, live domestic < 185 grams;Import;11133501;24395;Number of items;577001;01_live_animals
Argentina;2015;010599;Poultry, live except domestic fowls, > 185 grams;Import;2843;84;Number of items;28;01_live_animals
Argentina;2015;010600;Animals, live, except farm animals;Export;979455;27929;Number of items;130229;01_live_animals
Argentina;2015;010600;Animals, live, except farm animals;Import;218924;2300;Number of items;5883;01_live_animals
Argentina;2014;010111;Horses, live pure-bred breeding;Re-Import;24120;1000;Number of items;2;01_live_animals
Argentina;2014;010111;Horses, live pure-bred breeding;Export;2136042;154050;Number of items;332;01_live_animals
Argentina;2014;010111;Horses, live pure-bred breeding;Import;1498488;51735;Number of items;106;01_live_animals
Argentina;2014;010119;Horses, live except pure-bred breeding;Re-Import;42885;2000;Number of items;4;01_live_animals
Argentina;2014;010119;Horses, live except pure-bred breeding;Export;17121944;1086600;Number of items;2471;01_live_animals
Argentina;2014;010119;Horses, live except pure-bred breeding;Import;545341;28327;Number of items;58;01_live_animals
Argentina;2014;010210;Bovine animals, live pure-bred breeding;Export;1169609;176427;Number of items;341;01_live_animals
Argentina;2014;010290;Bovine animals, live, except pure-bred breeding;Export;399282;120090;Number of items;281;01_live_animals
Argentina;2014;010290;Bovine animals, live, except pure-bred breeding;Import;312969;92000;Number of items;200;01_live_animals
Argentina;2014;010310;Swine, live pure-bred breeding;Import;248400;6319;Number of items;41;01_live_animals
Argentina;2014;010392;Swine, live except pure-bred breeding > 50 kg;Export;93190;6856;Number of items;94;01_live_animals
Argentina;2014;010392;Swine, live except pure-bred breeding > 50 kg;Import;1111259;141320;Number of items;1480;01_live_animals
Argentina;2014;010410;Sheep, live;Export;48961;1815;Number of items;16;01_live_animals
Argentina;2014;010410;Sheep, live;Import;321070;4580;Number of items;42;01_live_animals
Argentina;2014;010511;Fowls, live domestic < 185 grams;Export;1144080;10220;Number of items;196010;01_live_animals
Argentina;2014;010511;Fowls, live domestic < 185 grams;Import;11146504;26371;Number of items;612140;01_live_animals
Argentina;2014;010600;Animals, live, except farm animals;Re-Import;11276;89;Number of items;682;01_live_animals
Argentina;2014;010600;Animals, live, except farm animals;Export;1079870;24823;Number of items;104096;01_live_animals
Argentina;2014;010600;Animals, live, except farm animals;Import;145433;693;Number of items;6504;01_live_animals
Argentina;2013;010111;Horses, live pure-bred breeding;Re-Import;89705;1000;Number of items;2;01_live_animals
Argentina;2013;010111;Horses, live pure-bred breeding;Export;2042839;79150;Number of items;173;01_live_animals
Argentina;2013;010111;Horses, live pure-bred breeding;Import;1702922;58963;Number of items;127;01_live_animals
Argentina;2013;010119;Horses, live except pure-bred breeding;Re-Import;20200;1500;Number of items;3;01_live_animals
Argentina;2013;010119;Horses, live except pure-bred breeding;Export;13311737;1005450;Number of items;2287;01_live_animals
Argentina;2013;010119;Horses, live except pure-bred breeding;Import;926002;51620;Number of items;110;01_live_animals
Argentina;2013;010210;Bovine animals, live pure-bred breeding;Export;420343;89508;Number of items;185;01_live_animals
Argentina;2013;010210;Bovine animals, live pure-bred breeding;Import;192527;33630;Number of items;73;01_live_animals
Argentina;2013;010290;Bovine animals, live, except pure-bred breeding;Export;195505;43900;Number of items;95;01_live_animals
Argentina;2013;010290;Bovine animals, live, except pure-bred breeding;Import;120282;45286;Number of items;116;01_live_animals
Argentina;2013;010310;Swine, live pure-bred breeding;Import;891748;77626;Number of items;1268;01_live_animals
Argentina;2013;010392;Swine, live except pure-bred breeding > 50 kg;Import;2193082;202331;Number of items;2088;01_live_animals
Argentina;2013;010410;Sheep, live;Export;46651;2815;Number of items;49;01_live_animals
Argentina;2013;010410;Sheep, live;Import;115346;850;Number of items;5;01_live_animals
Argentina;2013;010511;Fowls, live domestic < 185 grams;Export;1190105;14457;Number of items;288820;01_live_animals
Argentina;2013;010511;Fowls, live domestic < 185 grams;Import;10923433;27114;Number of items;625121;01_live_animals
Argentina;2013;010600;Animals, live, except farm animals;Export;679125;22097;Number of items;85522;01_live_animals
Argentina;2013;010600;Animals, live, except farm animals;Import;105153;436;Number of items;5080;01_live_animals
Argentina;2012;010111;Horses, live pure-bred breeding;Re-Import;111161;2900;Number of items;6;01_live_animals
Argentina;2012;010111;Horses, live pure-bred breeding;Export;3284170;194250;Number of items;430;01_live_animals
Argentina;2012;010111;Horses, live pure-bred breeding;Import;1832143;80813;Number of items;175;01_live_animals
Argentina;2012;010119;Horses, live except pure-bred breeding;Re-Import;38809;3750;Number of items;8;01_live_animals
Argentina;2012;010119;Horses, live except pure-bred breeding;Export;16072363;929351;Number of items;2143;01_live_animals
Argentina;2012;010119;Horses, live except pure-bred breeding;Import;1297064;91907;Number of items;198;01_live_animals
Argentina;2012;010210;Bovine animals, live pure-bred breeding;Export;442331;52715;Number of items;115;01_live_animals
Argentina;2012;010210;Bovine animals, live pure-bred breeding;Import;77022;4698;Number of items;9;01_live_animals
Argentina;2012;010290;Bovine animals, live, except pure-bred breeding;Export;4271862;864260;Number of items;2283;01_live_animals
Argentina;2012;010290;Bovine animals, live, except pure-bred breeding;Import;217727;60825;Number of items;161;01_live_animals
Argentina;2012;010310;Swine, live pure-bred breeding;Import;112310;13273;Number of items;146;01_live_animals
Argentina;2012;010392;Swine, live except pure-bred breeding > 50 kg;Import;1739100;111315;Number of items;1116;01_live_animals
Argentina;2012;010410;Sheep, live;Export;12922;500;Number of items;5;01_live_animals
Argentina;2012;010410;Sheep, live;Import;244199;2720;Number of items;26;01_live_animals
Argentina;2012;010511;Fowls, live domestic < 185 grams;Export;1161214;12700;Number of items;243479;01_live_animals
Argentina;2012;010511;Fowls, live domestic < 185 grams;Import;9532024;26466;Number of items;594394;01_live_animals
Argentina;2012;010600;Animals, live, except farm animals;Export;844298;33339;Number of items;1715169;01_live_animals
Argentina;2012;010600;Animals, live, except farm animals;Import;432663;11565;Number of items;10911;01_live_animals
Argentina;2011;010111;Horses, live pure-bred breeding;Re-Import;50111;3753;Number of items;7;01_live_animals
Argentina;2011;010111;Horses, live pure-bred breeding;Export;3175061;120707;Number of items;258;01_live_animals
Argentina;2011;010111;Horses, live pure-bred breeding;Import;2294033;145739;Number of items;316;01_live_animals
Argentina;2011;010119;Horses, live except pure-bred breeding;Re-Import;18557;1850;Number of items;4;01_live_animals
